Asesor,Nombre de tesista,Año de publicación,Resumen,Institución,Titulo de la tesis,Grado
"Rodríguez Rafael, Glen Darío","Rosero Miranda, Raúl Hernán",2021,"Actualmente, en diferentes contextos, en mayor o menor grado, los
productos de software tienen acceso a bases de datos, siendo necesario
considerar las pruebas de regresión para productos de software, tales como
los sistemas de información. Esta tesis presenta dos aportes de investigación
que permiten motivar e introducir una nueva técnica/método para pruebas de
regresión por selección para software con acceso a datos.
El primer aporte establece los aspectos y factores considerados hasta
el año 2020, que evidencia la escasa aplicabilidad de las investigaciones de
la academia en la industria. El segundo aporte es el diseño de un método para
pruebas de regresión que realiza una combinación de técnicas de
clusterización probabilística no supervisada con valores de centroide
aleatorios y pruebas unitarias, que juntamente con el esquema de la base de
datos, determinar los casos de prueba relacionados con las modificaciones o
adiciones de nuevas funcionalidades del producto software. El método fue
validado empíricamente bajo el enfoque de ingeniería de software
experimental, mediante 32 de 37 pruebas de regresión de cinco proyectos de
software de pequeña y mediana escala, utilizando indicadores del campo de
la búsqueda y recuperación de información. Los resultados sugieren que el método propuesto mejora las pruebas de regresión en productos de software
con acceso a datos bajo entornos de desarrollo iterativo incremental.",Universidad Nacional Mayor de San Marcos,Método para reducir pruebas de regresión de software basado en acceso a los datos en entornos de desarrollo iterativo incremental,Doctor en Ingeniería de Sistemas e Informática
"Mauricio Sánchez, David Santos","Santisteban Pazos, José Luis",2021,"El emprendurismo es un responsable directo de impulsar el progreso
económico de las naciones, ya que al generar nuevas compañías se generan
nuevos puestos de trabajos y riquezas. Uno de los emprendimientos más
conocidos son las Startups de Tecnología de la Información (STI), este tipo
de empresas son entidades temporales e innovadoras que transforman
invenciones tecnológicas en productos innovadores. Conocedores de su
importancia que tienen este tipo de iniciativas empresariales, su tasa de
fracaso es alta en todo el mundo, solo el 20% logra superar los 3 primeros
años de operación. Por esta razón, se viene realizando diferentes estudios
sobre el éxito de la startup, identificando Factores Críticos de Éxito (FCE).
Sin embargo, aún hay factores que no han sido estudiados y que influyen de
manera positiva. Además, estos estudios no identifican cómo los factores
contribuyen en el éxito de las Etapas del Ciclo de Vida (ECV) de una STI.
Por lo tanto, esta tesis se identifican nuevos FCE en cada una de las ECV y
su éxito general, así mismo, se identifican y estandarizan las ECV de una
STI. Teorías como Capacidad de absorción, Confirmación de la expectativa,
Modelo de éxito de un sistema de información, y la Capacidad dinámica
ofrecen FCE no investigados en materia de emprendimiento tecnológico
(Capacidad de absorción de conocimiento, Alto rendimiento percibido del
producto, Calidad del producto, Satisfacción del cliente, y Capacidad
dinámica). Se llevó a cabo dos estudios con pruebas estadísticas para
demostrar, que los nuevos FCE tienen una contribución “Alta” y “Muy alta”
sobre el éxito de una STI, con un 95% de certidumbre en la prueba de
hipótesis T-Student.",Universidad Nacional Mayor de San Marcos,Contribuciones al desarrollo de una Startup de TI: ciclo de vida y factores críticos de éxito,Doctor en Ingeniería de Sistemas e Informática
"La Serna Palomino, Nora Bertha","Cadena Moreano, José Augusto",2021,"La presente investigación se desarrolla en el marco de
los sistemas de reconocimiento facial automático de imágenes, que consisten en
procesar las imágenes de caras de personas utilizando métodos estadísticos y
matemáticos de extracción de características y de clasificación de imágenes, para
conocer si un individuo se encuentra en una determinada clase, y finalmente hallar su
identidad. El tratamiento automático de una cara es complicado, debido a que se
presenta varios factores que le afectan, como la posición de la cara, la expresión, la
edad, la raza, el tipo de iluminación, el ruido, y objetos como lentes, sombrero, barba
entre otros. El procesamiento se realiza de forma global, en donde se procesa toda la
cara. Se sabe que procesar las imágenes de manera global es más rápido, práctico y
fiable que las basadas en rasgos. Además, se conoce que procesar imágenes en tres
dimensiones es más real y consistente que en dos dimensiones. El principal objetivo
de la tesis que se propuso fue desarrollar una técnica eficiente de reconocimiento facial
con rasgos globales, y con imágenes en tres dimensiones. Para ello, se seleccionó los
algoritmos más eficientes para extracción de características, filtros de Gabor, y el
algoritmo para clasificación, máquina de vectores de soporte (SVM). Este último
algoritmo, su eficiencia varía de acuerdo a la función núcleo o kernel, por ello en esta
tesis se trabajaron con tres kernel: líneal, gauseano y cúbico. Estos sistemas constan
de dos procesos necesarios: 1) Entrenamiento, y 2) Pruebas. Lo que permitió establecer
un modelo de reconocimiento facial global para dos y tres dimensiones
respectivamente. La técnica fue procesada primero para imágenes 2D, luego para
imágenes 3D. Y se utilizó el método de validación cruzada en ambos casos para
aprobarlo. Los mejores resultados obtenidos con la técnica alcanzada son 96% de
eficiencia con base de datos de imágenes de dos dimensiones; y 98,4% con base de
datos de imágenes de tres dimensiones. Finalmente, se hace una comparación de los
resultados alcanzados con otros trabajos de investigación similares, obteniéndose
mayor eficiencia con este trabajo.",Universidad Nacional Mayor de San Marcos,Técnica eficiente para reconocimiento facial global utilizando wavelets y máquinas de vectores de soporte en imágenes 3D,Doctor en Ingeniería de Sistemas e Informática
"Aguilar Alonso, Igor Jovino","Mera Macias, Angel Cristian",2021,"Para desarrollar una buena gestión de servicios tecnológicos es necesario
contar con un catálogo de servicios de tecnologías de la información; sin
embargo, según la literatura se evidencian bajos niveles de implementación
de este catálogo en entidades públicas, esto se corroboró mediante un estudio
de campo realizado en 30 instituciones públicas de la provincia de Manabí,
República del Ecuador, evidenciando que de las pocas entidades que
contaban con un catálogo de servicios (22% parcialmente y 5% totalmente
implementado), la mayoría realizan sus operaciones de manera empírica; su
falta de implementación se da por factores como la no obligatoriedad para
desarrollarlo, el desconocimiento del tema y de las normas y/o prácticas
existentes. Ante esta situación se propuso como objetivo general desarrollar
una metodología para la construcción del ITSC basada en mejores prácticas
de ITSM para contribuir a la gestión del catálogo de servicios de TI en
entidades públicas mediante la automatización de sus actividades. Para
lograrlo, se realizó una revisión sistemática de la literatura, donde se
determinaron 35 estudios que contribuyeron al desarrollo de la propuesta, la
misma que fue construida siguiendo el paradigma de la investigación en las
ciencias del diseño; además, la propuesta fue probada mediante casos de
estudio en tres entidades públicas (dos de Ecuador y una de Perú) aplicando
ocho factores de calidad para la evaluación de artefactos en la construcción
de catálogos, y comprobando los niveles de exactitud (80.81%), sensibilidad
(87.59%), precisión (90.41%) y Puntuación F1 (88.93%), derivados de la
matriz de confusión; finalmente, se evaluó la contribución de la propuesta por
parte de 46 profesionales de tecnologías de la información que laboran en
entidades públicas ecuatorianas y que conocen del catálogo, corroborando
que la propuesta contribuye a la identificación y clasificación de servicios, la
retroalimentación del catálogo y a la automatización de la gestión de servicios
de tecnologías de la información, y por ende a la automatización de la gestión
del catálogo de servicios de tecnologías de la información.",Universidad Nacional Mayor de San Marcos,Metodología para la construcción del catálogo de servicios de TI basada en mejores prácticas de ITSM en entidades públicas,Doctor en Ingeniería de Sistemas e Informática
"Gamboa Cruzado, Javier Arturo","Chancusig Chisag, Juan Carlos",2021,"La investigación se encuentra enmarcada en la implementación de un modelo de
adopción de las TIC para el proceso enseñanza – aprendizaje aplicadas a la Universidad
Técnica de Cotopaxi, específicamente para mejorar la educación universitaria, esto se
debe a los constantes avances en áreas de multimedia digital y la tecnología didáctica,
por lo que los organismos se comprometen a mejorar su organización académica y sus
procesos educativos. A través del uso de tecnologías de colaboración, las instituciones educativas tratan que la administración del conocimiento se integre interiormente y externamente de la propia
universidad, ya que se consideran que ello ayuda a la innovación educativa. En este
contexto y viendo la problemática de estudio, la solución es la aplicación del nuevo
proceso de aceptación de las TIC mejorará el proceso enseñanza – aprendizaje en los
estudiantes universitarios.
En los últimos años se ha desarrollado el uso de TIC en los distintos niveles de
educación y específicamente en las universidades actualmente cuentan con nuevos
recursos tecnológicos muy avanzados, en el caso concreto de la universidad donde se
está desarrollando la investigación el objetivo de estudio es, desarrollar un nuevo
modelo de adopción de TIC, con lo cual es posible dar solución al proceso educativo.
Se aplica una metodología de estudio basado en un abordaje sistemático de la literatura
de los teórías de las TIC tomando como referencia el primer modelo que apareció el
Modelo TAM que fue desarrollado por Davis en 1986 en las universidades del mundo.
La investigación arrojó los resultados esperados con el desarrollo del nuevo modelo de
adopción de las TIC, con la utilización de herramientas colaborativas de uso en un
Ambiente de Aprendizaje Colaborativo (CLE) para la elaboración de los constructos,
alfa de cronbach, varianza, colinealidad, correlaciones y la utilización de software
estadístico como el minitab se validó las hipótesis planteadas.",Universidad Nacional Mayor de San Marcos,"Implementación de un modelo de adopción de la tecnología de información y comunicación para el proceso de enseñanza–aprendizaje en la Universidad
Técnica de Cotopaxi",Doctor en Ingeniería de Sistemas e Informática
"Bayona Oré, Luz Sussy","Morales Lozada, José Vicente",2020,"Desarrolla un modelo conceptual integrado de influencia de factores en los niveles de desarrollo de e-gobierno, y que, mediante la determinación de los factores críticos permita mejorar la presencia y prestación de e-servicios en los municipios. El tipo de investigación aplicado en el presente trabajo es relacional, descriptiva y con un punto de vista cuantitativo. El diseño del estudio es no experimental, en virtud de que se analizan datos, logrados mediante la encuesta. Con aplicación del análisis multivariante y la técnica de componentes principales se determinó que todos los factores propuestos poseen las características de esfericidad necesarias para indicar que las variables están relacionadas entre sí. Además, la prueba de KMO con un 95% de confianza, permitió verificar que 27 de un total de 55 relaciones fueron válidas. Los resultados posibilitaron determinar qué factores son los más influyentes en cada nivel de desarrollo de e-gobierno, lo cual permitió validar el modelo integrado final de influencia de factores. Este modelo fue implementado en 5 municipios aplicando el método de estudio de casos, cuyos resultados muestran que, al contar con un modelo integrado se logra mejorar el índice de desarrollo de e-gobierno, parámetro útil para la toma acertada de decisiones de la alta dirección. Se concluye que al integrar modelos de e-gobierno y factores críticos, se logra mejorar la prestación de e-servicios mediante la implementación de los mismos, logrando mejorar el desarrollo de e-gobierno en forma global y por etapas de desarrollo.",Universidad Nacional Mayor de San Marcos,Modelo conceptual integrado de e-gobierno para mejorar la prestación de e-servicios en las municipalidades de la provincia de Tungurahua - Ecuador,Doctor en Ingeniería de Sistemas e Informática
"Delgadillo Ávila, Rosa Sumactika","Avila Pesántez, Diego Fernando",2020,"Los Serious Games son juegos digitales con propósito educativo que utilizan principios pedagógicos e incorporan elementos de motivación y entretenimiento. La complejidad del desarrollo de los Serious Games ha establecido varios enfoques, que involucran a las metodologías de Ingeniería de Software, con el diseño para juegos comerciales a través del Documento del diseño del juego, y el entorno del aprendizaje basado en el Diseño Instruccional. Cada uno de ellos fue analizado a través de una revisión sistemática de la literatura, que permitió establecer las principales fases, elementos pedagógicos y factores, con el objetivo de generar un modelo conceptual integrador para el diseño de los SG, utilizando tecnologías emergentes y una interfaz de usuario natural. Este modelo se estructuró en cuatro fases: Análisis, Diseño, Desarrollo y Evaluación, que identifica y valida los roles de todos los componentes, para lograr los objetivos educativos deseados, integrando el aprendizaje en una sinergia con los episodios de juegos, que permitió crear un Serious Game que refuerza la estimulación cognitiva en los niños. Para la validación del modelo propuesto se implementó el juego denominado ""ATHYNOS"" que ayuda en las terapias a los niños con Trastorno de Déficit de Atención e Hiperactividad, dispraxia y discalculia. A través de un estudio de caso con tres unidades de análisis se reportó sus beneficios, mejorando la motivación de los participantes, proporcionando un soporte a los procesos de aprendizaje. Además, se fortaleció el nivel de concentración, coordinación ojo-mano, habilidades motoras y de refuerzo cognitivo en operaciones aritméticas, con experiencias de aprendizaje inmersivas, con una mayor participación y colaboración en las diferentes actividades dentro del juego, que se vieron reflejadas en el desempeño académico escolar.",Universidad Nacional Mayor de San Marcos,Modelo integrador para el diseño de Serious Games con realidad aumentada,Doctor en Ingeniería de Sistemas e Informática
"Mauricio Sánchez, David Santos","Albán Taipe, Mayra Susana",2019,"Identifica una limitada producción científica que analiza factores de deserción desde la perspectiva del estudiante, que es el actor principal de la deserción, y la construcción de modelos híbridos de predicción que permitan comprender mejor manera el problema de la deserción en las universidades. El objetivo consiste en contribuir al proceso de predicción de la deserción estudiantil universitaria a través del estudio integral de factores, técnicas y herramientas de minería de datos usados con este fin. Se concluye que la predicción de la deserción en las universidades puede variar, ya que dependerá de los factores de ingreso, del contexto educativo estudiado, del entorno de educación aplicado, y de los antecedentes de los estudios para los que fueron usados. Por otro lado, se considera importante determinar si es suficiente con predecir la deserción o si se requiere incorporar estudios que establezcan estrategias para mitigar la deserción en las instituciones de educación superior.",Universidad Nacional Mayor de San Marcos,Contribuciones a la predicción de la deserción universitaria a través de minería de datos,Doctor en Ingeniería de Sistemas e Informática
"Mauricio Sánchez, David Santos","Castañeda Vargas, Pedro Segundo",2019,"La productividad en las fábricas de software es dado por el esfuerzo realizado para la producción del software, siendo muy importante porque permite que las organizaciones logren una mayor eficiencia y eficacia en sus actividades. Uno de los pilares de la competitividad es la productividad, la cual está relacionada al esfuerzo requerido para cumplir con las tareas asignadas, sin embargo, no existe una forma estándar de medirla. En este trabajo, se presenta un modelo basado en Análisis Envoltorio de Datos (DEA, por las siglas del inglés Data Envelopment Analysis) para evaluar la eficiencia relativa de las fábricas de software y sus proyectos, a fin de medir la productividad en la Componente de Producción de Software de la Fábrica de Software a través de las actividades que se realizan en sus diferentes unidades de trabajo. El modelo propuesto consta de dos fases, en la cual se evalúa, respectivamente, la productividad de la fábrica de software y la productividad de los proyectos que esta realiza. Pruebas numéricas sobre 6 fábricas de software con 160 proyectos implementados en el Perú muestran que el modelo propuesto permite determinar las fábricas de software y los proyectos más eficientes.",Universidad Nacional Mayor de San Marcos,Modelo de medición de la productividad para fábricas de software,Doctor en Ingeniería de Sistemas e Informática
"Mauricio Sánchez, David Santos","Wong Portillo, Lenis Rossi",2019,"En los últimos años han surgido diferentes problemas en la elicitación de requisitos de software, lo cual ocasiona que se obtenga requisitos deficientes. Por ello, la elicitación es una pieza clave para la industria del software, puesto que los requisitos con mala calidad son una de las causas del fracaso de los proyectos de software. Por esta razón, se han realizado diferentes estudios sobre la elicitación de requisitos, sin embargo, en la literatura se han identificado factores que afectan algunas actividades del proceso de elicitación, de ahí que se hallen actividades que no han sido estudiadas, pero que son importantes en el proceso, puesto que obtener un “buen requisito” depende de todas las actividades del proceso en su conjunto. Además, estos estudios no analizan cómo las actividades del proceso de elicitación contribuyen en la calidad del requisito. En la presente tesis se introduce nuevos factores que influyen en cada una de las actividades del proceso de elicitación de requisitos, así mismo, se identifican las cualidades que estas actividades deben cumplir con el fin de garantizar un “buen requisito”. Las teorías del Comportamiento Organizacional, Aprendizaje Organizacional, Argumentación, entre otras, proporcionan factores no estudiados en el área de elicitación de requisitos (capacidad de aprendizaje, capacidad de negociación, personal estable, confianza, estrés y semi-autonómica). Dos estudios empíricos demuestran, a través de pruebas estadísticas, que los factores mencionados tienen influencia entre “alta” y “muy alta” sobre las actividades del proceso de elicitación, además, que estas actividades deben cumplir dieciséis cualidades para obtener un buen requisito. Finalmente, ambos estudios se corroboran con la prueba de hipótesis T-Student, con el 95% de confianza.",Universidad Nacional Mayor de San Marcos,"Contribuciones en el proceso de elicitación de requisitos: factores, actividades y cualidades",Doctor en Ingeniería de Sistemas e Informática
